label_frame,xmin,ymin,xmax,ymax,label_name
24,1047,683,1390,949,vehicle
24,885,589,914,622,sign
24,1223,670,1920,1246,vehicle
24,1021,665,1051,754,pedestrian
25,763,642,887,688,vehicle
25,6,761,373,1012,vehicle
25,849,663,954,736,vehicle
25,1087,680,1439,951,vehicle
25,912,587,939,621,sign
25,1274,680,1920,1271,vehicle
25,1041,661,1077,745,pedestrian
26,873,666,978,737,vehicle
26,7,759,390,1020,vehicle
26,1102,678,1475,960,vehicle
26,783,640,910,687,vehicle
26,934,585,963,620,sign
26,1315,685,1917,1278,vehicle
27,892,668,1000,737,vehicle
27,6,763,405,1024,vehicle
27,802,639,938,685,vehicle
27,956,585,984,619,sign
27,1137,681,1527,979,vehicle
27,1352,689,1918,1280,vehicle
28,908,665,1015,738,vehicle
28,819,641,952,688,vehicle
28,1,759,404,1035,vehicle
28,972,586,1002,621,sign
28,1390,691,1917,1274,vehicle
28,1157,685,1573,990,vehicle
29,923,669,1028,741,vehicle
29,4,768,409,1051,vehicle
29,833,644,968,692,vehicle
29,1437,700,1920,1278,vehicle
29,1171,692,1603,1013,vehicle
29,349,721,412,799,sign
29,988,590,1014,620,sign
29,464,697,531,721,sign
30,7,779,407,1071,vehicle
30,937,672,1046,744,vehicle
30,843,646,978,692,vehicle
30,1494,713,1920,1269,vehicle
30,349,727,418,804,sign
30,1000,591,1027,622,sign
30,1194,691,1640,1038,vehicle
31,949,670,1057,743,vehicle
31,856,645,994,692,vehicle
31,1012,588,1041,620,sign
31,6,768,407,1082,vehicle
31,1215,699,1679,1073,vehicle
31,1489,697,1920,1267,vehicle
31,353,728,419,807,sign
31,1152,666,1193,747,pedestrian
31,1143,643,1186,669,unknown
31,487,689,507,722,pedestrian
32,958,668,1067,743,vehicle
32,864,640,1003,689,vehicle
32,5,763,401,1101,vehicle
32,1022,586,1051,619,sign
32,1534,718,1920,1280,vehicle
32,1235,700,1742,1149,vehicle
33,967,668,1081,743,vehicle
33,1,774,391,1125,vehicle
33,1579,782,1920,1280,vehicle
33,875,643,1013,691,vehicle
33,1034,586,1062,620,sign
33,1252,697,1797,1117,vehicle
33,1182,663,1221,761,pedestrian
34,979,674,1090,748,vehicle
34,886,644,1024,694,vehicle
34,1638,856,1919,1273,vehicle
34,3,777,383,1142,vehicle
34,1045,589,1073,620,sign
34,1274,719,1851,1124,vehicle
34,563,685,586,723,pedestrian
35,991,675,1102,750,vehicle
35,896,645,1031,693,vehicle
35,0,794,359,1172,vehicle
35,1055,586,1086,622,sign
35,1679,893,1920,1269,vehicle
35,1293,718,1897,1124,vehicle
35,1215,671,1252,762,pedestrian
36,2,809,337,1201,vehicle
36,999,672,1111,750,vehicle
36,904,643,1045,691,vehicle
36,1066,583,1096,620,sign
36,1320,721,1916,1148,vehicle
36,523,694,541,724,pedestrian
36,1743,972,1919,1274,vehicle
37,1007,672,1124,750,vehicle
37,4,824,342,1228,vehicle
37,913,642,1054,690,vehicle
37,1338,724,1920,1185,vehicle
37,1073,584,1106,619,sign
38,3,840,312,1263,vehicle
38,1016,675,1131,753,vehicle
38,917,643,1054,694,vehicle
38,1080,584,1111,622,sign
38,1354,721,1920,1214,vehicle
39,5,857,285,1268,vehicle
39,1024,675,1138,755,vehicle
39,922,645,1064,696,vehicle
39,1087,586,1119,621,sign
39,1396,732,1920,1245,vehicle
40,3,864,263,1244,vehicle
40,1026,671,1148,758,vehicle
40,929,644,1071,693,vehicle
40,1095,584,1126,619,sign
40,1416,751,1920,1259,vehicle
40,1664,735,1920,794,vehicle
41,3,885,220,1252,vehicle
41,1029,669,1156,754,vehicle
41,932,639,1079,691,vehicle
41,1099,579,1133,615,sign
41,1458,762,1920,1271,vehicle
42,1035,673,1161,753,vehicle
42,1,925,188,1237,vehicle
42,1103,576,1137,613,sign
42,936,637,1083,691,vehicle
42,1498,765,1918,1269,vehicle
43,1041,672,1167,755,vehicle
43,936,638,1086,691,vehicle
43,0,982,140,1244,vehicle
43,1525,762,1916,1271,vehicle
43,1106,578,1139,613,sign
43,1841,759,1920,793,vehicle
44,1042,673,1169,758,vehicle
44,938,639,1087,692,vehicle
44,1562,796,1913,1258,vehicle
44,2,1027,82,1280,vehicle
44,1112,579,1142,613,sign
45,1045,672,1177,760,vehicle
45,940,639,1088,693,vehicle
45,1116,578,1147,612,sign
45,1607,830,1917,1267,vehicle
46,1048,673,1177,761,vehicle
46,940,639,1092,694,vehicle
46,1663,886,1920,1268,vehicle
46,1119,578,1152,613,sign
47,1049,673,1186,763,vehicle
47,941,638,1096,693,vehicle
47,1122,577,1155,612,sign
47,1726,972,1919,1270,vehicle
47,234,758,326,874,sign
48,1050,673,1187,763,vehicle
48,1126,574,1159,612,sign
48,942,636,1102,692,vehicle
48,1804,1040,1920,1275,vehicle
48,210,761,311,877,sign
49,1053,672,1199,764,vehicle
49,1130,571,1166,609,sign
49,944,636,1107,690,vehicle
49,185,761,288,887,sign
49,602,578,652,621,sign
50,1057,672,1204,765,vehicle
50,1132,566,1169,609,sign
50,947,634,1110,689,vehicle
51,1064,672,1211,768,vehicle
51,1137,570,1173,607,sign
51,945,633,1110,688,vehicle
51,598,575,649,620,sign
51,1376,640,1490,701,unknown
52,1070,673,1215,772,vehicle
52,1141,570,1178,608,sign
52,951,634,1114,691,vehicle
52,105,761,215,918,sign
53,1068,675,1221,777,vehicle
53,952,634,1116,691,vehicle
53,1145,571,1182,607,sign
53,76,774,194,923,sign
53,1412,708,1513,775,sign
53,590,573,642,620,sign
54,1074,676,1230,781,vehicle
54,955,635,1118,693,vehicle
54,27,783,157,939,sign
54,1146,570,1188,608,sign
54,587,576,639,619,sign
55,1075,677,1234,781,vehicle
55,956,634,1121,693,vehicle
55,1151,568,1191,607,sign
55,583,574,636,617,sign
56,1079,676,1242,786,vehicle
56,1154,565,1197,606,sign
56,958,634,1124,692,vehicle
56,1,699,69,838,unknown
57,1083,675,1250,787,vehicle
57,1158,561,1201,603,sign
57,950,632,1132,688,vehicle
57,573,569,627,617,sign
58,1088,674,1257,788,vehicle
58,1162,559,1205,600,sign
58,958,630,1137,689,vehicle
59,1093,676,1264,790,vehicle
59,1170,558,1210,597,sign
59,959,630,1139,690,vehicle
59,521,634,559,670,vehicle
59,1536,706,1642,805,sign
60,1098,674,1272,795,vehicle
60,1172,555,1216,600,sign
60,962,629,1142,690,vehicle
60,514,635,555,675,vehicle
60,1564,716,1682,816,sign
61,1104,673,1284,796,vehicle
61,1179,553,1224,596,sign
61,963,629,1144,690,vehicle
61,507,635,554,677,vehicle
61,1592,721,1713,822,sign
61,462,691,529,735,vehicle
62,1107,673,1294,799,vehicle
62,1184,551,1229,593,sign
62,965,626,1148,689,vehicle
62,499,633,554,679,vehicle
62,1616,720,1786,840,sign
63,1113,679,1304,806,vehicle
63,1190,550,1235,596,sign
63,491,633,551,680,vehicle
63,968,629,1151,692,vehicle
64,1197,556,1243,599,sign
64,1121,684,1315,811,vehicle
64,483,639,548,684,vehicle
64,975,634,1160,696,vehicle
65,1130,690,1329,822,vehicle
65,1204,555,1252,602,sign
65,481,643,549,687,vehicle
65,1750,730,1915,993,sign
65,978,636,1157,702,vehicle
65,445,704,514,747,vehicle
66,1137,695,1344,832,vehicle
66,1212,556,1260,603,sign
66,477,646,546,686,vehicle
66,979,639,1167,703,vehicle
66,1791,715,1920,1016,sign
66,438,708,506,751,vehicle
66,515,649,554,677,vehicle
66,1772,654,1919,766,unknown
67,1218,555,1267,605,sign
67,1142,697,1355,837,vehicle
67,471,645,545,686,vehicle
67,982,638,1171,704,vehicle
67,432,707,506,752,vehicle
68,1225,547,1275,601,sign
68,1149,694,1370,842,vehicle
68,473,642,546,681,vehicle
68,980,634,1185,701,vehicle
68,455,651,505,686,vehicle
69,1230,540,1283,595,sign
69,1157,693,1383,844,vehicle
69,475,635,547,676,vehicle
69,450,645,515,685,vehicle
69,982,631,1188,697,vehicle
70,1240,540,1291,593,sign
70,1161,695,1397,841,vehicle
70,470,633,544,677,vehicle
70,984,630,1190,696,vehicle
70,442,643,507,686,vehicle
70,517,635,550,672,vehicle
71,1243,541,1297,595,sign
71,1167,700,1413,852,vehicle
71,456,636,533,678,vehicle
71,988,633,1196,701,vehicle
71,432,646,497,696,vehicle
71,402,705,477,752,sign
72,1174,705,1433,866,vehicle
72,1250,540,1308,600,sign
72,458,639,534,680,vehicle
72,989,636,1195,705,vehicle
72,435,649,498,695,vehicle
72,509,641,541,667,vehicle
73,1182,712,1448,870,vehicle
73,1258,539,1314,601,sign
73,992,640,1200,707,vehicle
73,463,642,531,682,vehicle
73,434,650,501,692,vehicle
73,509,643,540,671,vehicle
74,1189,714,1469,880,vehicle
74,1266,538,1323,598,sign
74,993,638,1203,708,vehicle
74,432,644,514,689,vehicle
74,379,719,444,764,sign
74,484,642,534,674,vehicle
75,1275,534,1333,595,sign
75,1196,714,1491,888,vehicle
75,995,634,1211,708,vehicle
75,425,644,500,688,vehicle
75,464,643,531,677,vehicle
76,1281,529,1343,592,sign
76,1200,716,1515,895,vehicle
76,996,631,1215,707,vehicle
76,421,642,500,687,vehicle
76,499,639,532,670,vehicle
77,1216,719,1542,901,vehicle
77,1292,527,1352,589,sign
77,415,642,494,686,vehicle
77,997,632,1220,707,vehicle
77,492,638,530,670,vehicle
77,348,718,415,765,sign
78,1301,525,1363,586,sign
78,1230,717,1570,919,vehicle
78,406,641,487,688,vehicle
78,998,630,1226,706,vehicle
78,490,637,527,670,vehicle
78,449,637,516,678,vehicle
79,1239,718,1603,919,vehicle
79,1313,516,1374,581,sign
79,403,641,481,687,vehicle
79,478,635,524,673,vehicle
79,999,627,1230,705,vehicle
80,1254,720,1632,935,vehicle
80,1320,510,1383,577,sign
80,396,642,470,689,vehicle
80,471,633,522,672,vehicle
80,1002,625,1234,706,vehicle
80,431,641,475,671,vehicle
81,1329,508,1395,575,sign
81,1255,723,1666,948,vehicle
81,387,640,466,690,vehicle
81,1575,620,1655,702,vehicle
81,465,631,519,670,vehicle
81,1000,623,1238,704,vehicle
81,565,622,598,652,vehicle
81,296,722,377,770,sign
82,1339,502,1406,572,sign
82,1264,726,1709,958,vehicle
82,380,638,466,691,vehicle
82,1535,601,1680,702,vehicle
82,454,629,516,668,vehicle
82,1003,621,1243,704,vehicle
82,559,622,597,653,vehicle
83,1347,504,1414,572,sign
83,1284,733,1752,982,vehicle
83,1493,603,1691,710,vehicle
83,374,639,461,690,vehicle
83,445,629,511,668,vehicle
83,1004,621,1247,705,vehicle
83,555,620,594,653,vehicle
84,1354,500,1426,573,sign
84,1294,747,1794,1012,vehicle
84,1445,602,1708,715,vehicle
84,370,638,459,690,vehicle
84,437,628,503,671,vehicle
84,1004,623,1252,708,vehicle
84,550,619,586,653,vehicle
84,328,704,399,780,unknown
85,1364,496,1441,573,sign
85,1400,605,1687,720,vehicle
85,1304,743,1861,1035,vehicle
85,385,639,469,687,vehicle
85,419,629,497,669,vehicle
85,1003,625,1256,710,vehicle
85,352,643,412,696,vehicle
85,545,620,584,653,vehicle
85,307,707,377,783,unknown
86,1377,492,1448,569,sign
86,1346,606,1647,723,vehicle
86,359,639,451,687,vehicle
86,1314,752,1900,1069,vehicle
86,407,628,492,669,vehicle
86,1003,624,1259,710,vehicle
86,542,617,599,653,vehicle
86,1640,610,1729,651,vehicle
86,296,710,373,786,unknown
86,339,642,394,691,vehicle
87,1385,488,1462,566,sign
87,1293,605,1593,723,vehicle
87,334,637,439,690,vehicle
87,400,622,488,667,vehicle
87,1326,752,1920,1093,vehicle
87,1000,618,1261,711,vehicle
87,276,704,348,788,unknown
88,1394,483,1474,562,sign
88,1235,604,1538,722,vehicle
88,329,631,424,686,vehicle
88,391,620,476,670,vehicle
88,993,617,1251,710,vehicle
88,1349,759,1920,1113,vehicle
88,250,709,326,788,unknown
88,1653,608,1731,643,vehicle
89,1399,474,1480,557,sign
89,1180,605,1480,723,vehicle
89,1369,765,1920,1138,vehicle
89,991,616,1231,708,vehicle
89,320,628,421,682,vehicle
89,380,617,468,661,vehicle
89,519,607,560,645,vehicle
89,229,705,314,792,unknown
89,1441,590,1512,630,vehicle
89,1533,589,1645,636,vehicle
90,1410,466,1499,550,sign
90,1115,604,1423,721,vehicle
90,988,612,1209,704,vehicle
90,292,626,402,682,vehicle
90,366,612,462,662,vehicle
90,1393,777,1920,1184,vehicle
90,1660,601,1745,638,vehicle
90,210,701,291,790,unknown
91,1424,463,1509,543,sign
91,1039,602,1363,721,vehicle
91,1407,783,1920,1238,vehicle
91,283,622,389,680,vehicle
91,360,611,452,657,vehicle
91,986,627,1081,699,vehicle
91,1546,582,1654,630,vehicle
91,1671,601,1732,632,vehicle
91,503,604,546,639,vehicle
92,1437,458,1523,540,sign
92,979,599,1295,725,vehicle
92,1452,805,1920,1265,vehicle
92,264,619,389,678,vehicle
92,353,608,444,656,vehicle
92,1681,597,1755,633,vehicle
93,1449,453,1540,538,sign
93,910,602,1248,729,vehicle
93,1475,810,1918,1271,vehicle
93,252,621,377,679,vehicle
93,340,608,437,655,vehicle
93,1207,621,1272,682,vehicle
94,1461,449,1556,539,sign
94,1539,835,1920,1266,vehicle
94,1115,606,1275,702,vehicle
94,831,602,1153,735,vehicle
94,336,607,433,653,vehicle
94,238,622,371,678,vehicle
94,113,709,201,807,unknown
94,1693,600,1756,632,vehicle
94,483,600,526,638,vehicle
95,1472,437,1575,537,sign
95,1539,862,1913,1263,vehicle
95,1062,605,1279,705,vehicle
95,752,604,1083,740,vehicle
95,326,608,421,655,vehicle
95,231,621,355,679,vehicle
95,90,712,176,818,unknown
95,4,734,95,810,unknown
96,1484,429,1587,531,sign
96,1581,899,1917,1264,vehicle
96,993,606,1281,711,vehicle
96,663,607,1003,742,vehicle
96,317,610,410,653,vehicle
96,221,623,365,681,vehicle
96,0,731,75,821,unknown
96,53,720,159,818,unknown
97,1499,426,1604,524,sign
97,1622,957,1920,1265,vehicle
97,971,606,1282,711,vehicle
97,574,609,914,747,vehicle
97,304,610,403,655,vehicle
97,25,718,120,827,unknown
97,223,623,342,680,vehicle
97,1721,598,1781,632,vehicle
97,1096,923,1891,1266,vehicle
98,1514,421,1620,523,sign
98,1668,1017,1919,1270,vehicle
98,964,605,1283,714,vehicle
98,296,607,391,655,vehicle
98,479,613,829,754,vehicle
98,182,624,318,685,vehicle
98,5,723,94,831,unknown
98,1728,598,1783,630,vehicle
99,1524,413,1640,519,sign
99,382,610,741,759,vehicle
99,959,606,1283,717,vehicle
99,283,606,380,652,vehicle
99,1720,1067,1920,1275,vehicle
99,181,619,334,684,vehicle
100,1540,411,1655,523,sign
100,948,608,1280,722,vehicle
100,269,623,651,767,vehicle
100,139,627,266,689,vehicle
100,268,612,369,655,vehicle
100,1786,1133,1920,1275,vehicle
100,1731,600,1801,639,vehicle
100,203,621,298,674,vehicle
101,1553,406,1671,518,sign
101,935,611,1279,727,vehicle
101,157,630,552,774,vehicle
101,121,635,232,687,vehicle
101,247,614,341,645,vehicle
101,184,627,292,670,vehicle
102,1559,398,1685,517,sign
102,926,612,1275,730,vehicle
102,63,636,438,785,vehicle
102,99,627,303,683,vehicle
103,1571,393,1701,516,sign
103,916,614,1264,735,vehicle
103,2,645,333,796,vehicle
103,202,621,320,663,vehicle
104,1585,391,1717,518,sign
104,904,623,1264,743,vehicle
104,200,622,307,667,vehicle
104,0,654,227,798,vehicle
104,365,605,552,703,vehicle
104,32,633,247,692,vehicle
105,1597,386,1737,518,sign
105,898,627,1262,748,vehicle
105,0,668,87,796,vehicle
105,16,643,151,713,vehicle
105,113,637,229,702,vehicle
105,185,626,290,676,vehicle
106,1607,371,1751,516,sign
106,881,626,1254,750,vehicle
106,0,642,119,714,vehicle
106,160,626,266,672,vehicle
106,85,637,205,703,vehicle
107,1619,367,1767,514,sign
107,866,625,1235,752,vehicle
107,0,642,98,712,vehicle
107,59,635,181,702,vehicle
107,135,623,247,673,vehicle
108,1634,364,1786,508,sign
108,843,627,1232,758,vehicle
108,26,638,164,705,vehicle
108,1,648,83,714,vehicle
108,110,626,226,675,vehicle
109,1637,343,1800,507,sign
109,827,630,1218,762,vehicle
109,3,642,128,707,vehicle
109,81,628,201,684,vehicle
109,0,661,60,723,vehicle
110,1646,333,1814,498,sign
110,805,630,1201,764,vehicle
110,0,644,101,709,vehicle
110,58,630,174,681,vehicle
111,1655,318,1833,491,sign
111,778,629,1193,768,vehicle
111,1,646,79,710,vehicle
111,27,633,148,685,vehicle
111,930,1141,1768,1268,vehicle
112,1664,304,1849,485,sign
112,1,634,125,703,vehicle
112,762,627,1176,771,vehicle
112,0,652,51,711,vehicle
113,1683,292,1868,480,sign
113,739,632,1167,775,vehicle
113,2,636,99,699,vehicle
114,1691,275,1892,474,sign
114,721,631,1150,779,vehicle
114,1,639,73,695,vehicle
115,1711,252,1915,468,sign
115,701,634,1138,782,vehicle
115,0,637,48,694,vehicle
116,1731,228,1917,450,sign
116,679,629,1126,782,vehicle
117,1755,213,1920,441,sign
117,663,630,1116,784,vehicle
117,1589,862,1916,1255,unknown
118,1784,189,1920,436,sign
118,648,634,1109,793,vehicle
119,1819,176,1918,418,sign
119,634,637,1107,797,vehicle
119,1646,883,1913,1264,vehicle
120,1851,156,1920,385,sign
120,618,637,1096,802,vehicle
121,606,636,1095,806,vehicle
121,1136,918,1248,1084,pedestrian
121,372,820,417,845,unknown
122,592,637,1090,813,vehicle
122,1126,927,1260,1099,pedestrian
122,353,828,399,851,unknown
123,574,639,1041,813,vehicle
124,566,638,1081,822,vehicle
124,315,836,365,862,unknown
124,593,950,1885,1264,vehicle
125,548,640,1082,821,vehicle
126,536,638,1079,825,vehicle
126,628,942,1888,1271,vehicle
127,527,629,1082,829,vehicle
127,608,936,1920,1268,vehicle
127,57,465,263,651,unknown
127,257,848,314,877,unknown
128,516,637,1078,830,vehicle
128,240,851,298,880,unknown
129,505,635,1076,833,vehicle
129,227,853,285,884,unknown
129,37,465,244,652,unknown
130,498,632,1080,832,vehicle
130,1158,950,1506,1032,vehicle
131,490,625,1072,832,vehicle
131,198,849,259,884,unknown
132,480,623,1070,836,vehicle
133,474,624,1073,840,vehicle
134,461,633,1078,845,vehicle
134,4,771,224,1034,vehicle
134,1153,982,1554,1086,vehicle
135,8,692,474,1057,vehicle
135,455,638,1079,855,vehicle
135,1162,992,1568,1081,vehicle
136,0,680,770,1051,vehicle
136,509,635,1078,830,vehicle
136,488,515,634,716,unknown
137,26,668,1057,1064,vehicle
137,656,639,1080,791,vehicle
137,500,513,629,664,unknown
138,331,653,1336,1048,vehicle
139,625,647,1598,1030,vehicle
139,425,663,877,865,vehicle
140,937,631,1867,1018,vehicle
140,430,652,991,881,vehicle
141,1194,606,1920,1007,vehicle
141,422,656,1067,889,vehicle
142,411,657,1062,892,vehicle
142,1451,591,1920,995,vehicle
143,1695,592,1920,932,vehicle
143,406,657,1063,894,vehicle
144,402,658,1059,898,vehicle
145,398,656,1057,899,vehicle
146,396,655,1055,898,vehicle
147,392,656,1054,899,vehicle
148,391,658,1053,901,vehicle
149,390,658,1054,902,vehicle
150,388,657,1052,902,vehicle
151,387,657,1055,903,vehicle
152,387,658,1054,903,vehicle
153,389,661,1053,905,vehicle
154,391,666,1054,906,vehicle
155,392,670,1073,907,vehicle
156,392,665,1055,906,vehicle
157,388,665,1055,906,vehicle
158,389,665,1057,905,vehicle
159,390,666,1055,907,vehicle
160,389,667,1066,906,vehicle
161,390,668,1068,905,vehicle
161,1534,1082,1590,1192,pedestrian
162,389,665,1057,906,vehicle
162,1540,1089,1589,1196,pedestrian
163,391,666,1054,906,vehicle
164,390,665,1056,906,vehicle
165,389,665,1055,906,vehicle
166,390,665,1054,906,vehicle
167,391,666,1056,906,vehicle
168,379,666,1069,903,vehicle
169,389,672,1071,909,vehicle
170,388,671,1071,911,vehicle
171,387,672,1070,911,vehicle
171,1160,1082,1617,1240,vehicle
172,386,672,1069,910,vehicle
173,377,669,1064,910,vehicle
173,1152,1088,1617,1257,vehicle
174,379,670,1062,915,vehicle
174,1150,1088,1634,1266,vehicle
175,374,673,1066,916,vehicle
176,368,673,1064,919,vehicle
176,1159,1098,1634,1262,vehicle
176,1334,595,1469,646,vehicle
177,362,674,1062,921,vehicle
178,351,673,1054,923,vehicle
179,340,681,1045,927,vehicle
180,330,681,1031,930,vehicle
180,1126,1132,1679,1265,vehicle
181,319,680,1029,934,vehicle
182,304,686,1015,939,vehicle
183,286,692,1029,951,vehicle
184,277,694,1014,961,vehicle
185,253,697,1007,964,vehicle
186,237,700,997,966,vehicle
187,216,699,991,971,vehicle
188,192,697,973,973,vehicle
189,153,694,962,975,vehicle
190,113,697,928,981,vehicle
191,89,703,907,992,vehicle
192,38,701,893,994,vehicle
193,12,701,860,995,vehicle
194,4,707,847,1005,vehicle
195,4,712,818,1019,vehicle
196,3,723,778,1029,vehicle
